company_name,website,sector,contact_name,email,linkedin,location,employee_count,source,ai_score,ai_reason,tag,phone,google_rating,place_id,search_town,category,enrichment_source,enrichment_status,ai_enriched,email_guessed,contact_verified,generic_email,contact_names,personal_email_guesses,contact_titles,multiple_contacts,principal_name,principal_email_guess,facebook_url,contact_email,team_email_guesses,email_type,name_review_needed,missing_email,website_verified,data_score,enrichment_attempts,confidence_score,refinement_notes,contact_source,last_enriched_date,mailshot_category,missing_name_final,data_quality
Counselling In Farnham,https://www.counsellinginfarnham.co.uk/,Mental Health,,,,"3 Bishop's Mead, Farnham GU9 7DU, UK",,,9,Suitable for client-facing mental health services in a quiet professional space.,wellness,07388 269113,5/5 (1 reviews),,,unit8,companies_house,incomplete,,,false,info@counsellinginfarnham.co.uk,,my.approach@counsellinginfarnham.co.uk | m.approach@counsellinginfarnham.co.uk | my@counsellinginfarnham.co.uk | approach@counsellinginfarnham.co.uk | my_approach@counsellinginfarnham.co.uk | myapproach@counsellinginfarnham.co.uk | mya@counsellinginfarnham.co.uk | ma@counsellinginfarnham.co.uk,,,,,,,,generic,,,,,,2,cleanup_scrape_error:'CleanupEnricher' object has no attribute 'nav_keywords'; cleanup_fake_removed:My Approach; no_named_individual_found; cleanup_openai_skipped:insufficient_website_text,,2026-02-10,priority,,
Talk to Katy Counselling,http://talktokaty.co.uk/,Mental Health,,,https://www.linkedin.com/in/katy-tucker-350939130?utm_source=share&utm_campaign=share_via&utm_content=profile&utm_medium=ios_app,"29 East St, Farnham GU9 7SW, UK",,,9,Counselling is a client-facing health practice suitable for a quiet professional space.,wellness,07572 268034,,,,unit8,not_found,incomplete,,,,info@talktokaty.co.uk,Private Counselling; Katy Tucker,private.counselling@talktokaty.co.uk; p.counselling@talktokaty.co.uk; private@talktokaty.co.uk; counselling@talktokaty.co.uk; private_counselling@talktokaty.co.uk; privatecounselling@talktokaty.co.uk; privatec@talktokaty.co.uk; pc@talktokaty.co.uk,; ,TRUE,,,,,,,,,,,,,,,,,,
South West Surrey Counselling in Farnham,http://southwestsurreycounselling.co.uk/,Mental Health,,info@southwestsurreycounselling.co.uk,,"1 Waverley Ln, Farnham GU9 8BB, UK",,,9,Suitable for client-facing mental health services in a professional space.,wellness,01252 918930,5/5 (1 reviews),,,unit8,website,missing_name,,false,,info@southwestsurreycounselling.co.uk,South West,south.west@southwestsurreycounselling.co.uk; s.west@southwestsurreycounselling.co.uk; south@southwestsurreycounselling.co.uk; west@southwestsurreycounselling.co.uk; south_west@southwestsurreycounselling.co.uk; southwest@southwestsurreycounselling.co.uk; southw@southwestsurreycounselling.co.uk; sw@southwestsurreycounselling.co.uk,,FALSE,,,,,,,,,,,,,,,,,,
Andy Green Counselling,https://andygreencounselling.co.uk/,Mental Health,,,,"The Hart, Farnham GU9 7HW, UK",,,9,"Counselling is a client-facing health practice that fits well in a quiet, professional space.",wellness,07496 644387,,,,unit8,website,incomplete,,,false,info@andygreencounselling.co.uk,,andy.green@andygreencounselling.co.uk | a.green@andygreencounselling.co.uk | andy@andygreencounselling.co.uk | green@andygreencounselling.co.uk | andy_green@andygreencounselling.co.uk | andygreen@andygreencounselling.co.uk | andyg@andygreencounselling.co.uk | ag@andygreencounselling.co.uk,,,,,,,,generic,,,,,,2,cleanup_scrape_error:'CleanupEnricher' object has no attribute 'nav_keywords'; cleanup_fake_removed:Andy Green; no_named_individual_found; cleanup_openai_skipped:insufficient_website_text,,2026-02-10,priority,,
Woven in gold,https://www.woveningold.co.uk/,Mental Health,,lauren@woveningold.co.uk,,"hart house, Farnham GU9 7HJ, UK",,,7,Wellness-focused business that may benefit from a professional space but could be larger in scope.,wellness,07957 012324,5/5 (10 reviews),,,unit8,website,missing_name,,false,,info@woveningold.co.uk,Neurodiversity Counselling,lauren@woveningold.co.uk; neurodiversity.counselling@woveningold.co.uk; n.counselling@woveningold.co.uk; neurodiversity@woveningold.co.uk; counselling@woveningold.co.uk; neurodiversity_counselling@woveningold.co.uk; neurodiversitycounselling@woveningold.co.uk; neurodiversityc@woveningold.co.uk; nc@woveningold.co.uk,,FALSE,,,,,,,,,,,,,,,,,,
Yo Farnham,http://www.yofarnham.com/,General Wellness,,hello@yofarnham.com,,"Wrecclesham, Farnham GU10 4PA, UK",,,9,Small yoga studio suitable for client-facing wellness practices,wellness,07801 931412,5/5 (20 reviews),,,unit8,website,missing_name,,false,,hello@yofarnham.com,Yo Farnham; Gift Cards,yo.farnham@yofarnham.com; y.farnham@yofarnham.com; yo@yofarnham.com; farnham@yofarnham.com; yo_farnham@yofarnham.com; yofarnham@yofarnham.com; yof@yofarnham.com; yf@yofarnham.com,; ,TRUE,,,,,,,,,,,,,,,,,,
Pinewood Yoga,https://pinewood.yoga/,General Wellness,,,,"The Sands, Farnham GU10 1QE, UK",,,8,Small yoga studio fits well in a quiet professional space,wellness,,5/5 (5 reviews),,,unit8,not_found,incomplete,,,,info@pinewood.yoga,,,,,,,,,,,,,,,,,,,,,,
Lazy Tortoise Yoga,https://www.lazytortoiseyoga.com/,Aesthetics/Beauty,,lazytortoiseyoga@gmail.com,,"Badshot Lea, Farnham GU9 9LY, UK",,,7,Small yoga studio suitable for client-facing wellness practices,wellness,,5/5 (2 reviews),,,unit8,website,missing_name,,false,,info@lazytortoiseyoga.com,Lazy Tortoise Yoga; Grey Facebook Icon,lazy.yoga@lazytortoiseyoga.com; l.yoga@lazytortoiseyoga.com; lazy@lazytortoiseyoga.com; yoga@lazytortoiseyoga.com; lazy_yoga@lazytortoiseyoga.com; lazyyoga@lazytortoiseyoga.com; lazyy@lazytortoiseyoga.com; ly@lazytortoiseyoga.com,; ,TRUE,,,,,,,,,,,,,,,,,,
FarnhamLoveYoga Studio,http://www.farnhamloveyoga.com/,Yoga Studio,,,,"58 Greenhill Way, Farnham GU9 8SZ, UK",,,7,"Suitable for small group classes, but may outgrow the space",wellness,07735 296420,,,,unit8,not_found,incomplete,,,,info@farnhamloveyoga.com,,,,,,,,,,,,,,,,,,,,,,
Sports Massage and Yoga Farnham,http://sportsmassageandyogafarnham.co.uk/,Massage Therapy,,,https://www.linkedin.com/in/william-lane-716442117/,"56 Park Rd, Aldershot GU11 3PX, UK",,,9,Massage therapy is a client-facing wellness practice that fits well in a professional space.,wellness,07989 500278,5/5 (35 reviews),,,unit8,companies_house,incomplete,,,false,info@sportsmassageandyogafarnham.co.uk,,,,,,,,,,generic,,,,,,1,cleanup_scrape_error:'CleanupEnricher' object has no attribute 'nav_keywords'; cleanup_fake_removed:William Lane; no_named_individual_found; cleanup_openai_skipped:insufficient_website_text,,2026-02-10,fallback,,
Farnham Leisure Centre,https://www.everyoneactive.com/centre/farnham-leisure-centre/,Fitness & Wellness,,,,"Dogflud Way, Farnham GU9 7UD, UK",,,1,Large gym chain not suitable for small professional space,wellness,01252 723208,4.1/5 (467 reviews),,,unit8,not_found,incomplete,,,,info@everyoneactive.com,,,,,,,,,,,,,,,,,,,,,,
EF Sport Therapies,http://www.efsporttherapies.co.uk/,Physiotherapy,,,,"Monkton Ln, Farnham GU9 9ND, UK",,,9,"Massage therapy requires a quiet, professional space for client sessions.",wellness,07537 103313,4.9/5 (29 reviews),,,unit8,not_found,incomplete,,,,info@efsporttherapies.co.uk,Farnham England; Liffy Farrant,farnham.england@efsporttherapies.co.uk; f.england@efsporttherapies.co.uk; farnham@efsporttherapies.co.uk; england@efsporttherapies.co.uk; farnham_england@efsporttherapies.co.uk; farnhamengland@efsporttherapies.co.uk; farnhame@efsporttherapies.co.uk; fe@efsporttherapies.co.uk,; ,TRUE,,,,,,,,,,,,,,,,,,
Holly Cottage Beauty,http://www.hollycottagebeauty.com/,Massage Therapy,,,,"Badshot Lea, Farnham GU9 9LU, UK",,,9,"Massage therapy requires a quiet, professional space for client sessions.",wellness,07824 886209,5/5 (100 reviews),,,unit8,companies_house,incomplete,,,false,info@hollycottagebeauty.com,Holly Cottage Beauty,holly.beauty@hollycottagebeauty.com; h.beauty@hollycottagebeauty.com; hollyb@hollycottagebeauty.com; hb@hollycottagebeauty.com; beauty@hollycottagebeauty.com; holly@hollycottagebeauty.com; holly_beauty@hollycottagebeauty.com; hollybeauty@hollycottagebeauty.com,,FALSE,,,,,,generic,,,,,,2,cleanup_scrape_error:'CleanupEnricher' object has no attribute 'nav_keywords'; cleanup_fake_removed:Holly Cottage Beauty; no_named_individual_found; cleanup_openai_skipped:insufficient_website_text,,2026-02-10,priority,,
"Michael Ng, Acupuncture",http://www.energi-workshops.co.uk/,General Wellness,,,,"Wrecclesham, Farnham GU10 4TT, UK",,,9,Acupuncture is a client-facing health practice that fits well in a professional and quiet space.,wellness,01252 794353,5/5 (1 reviews),,,unit8,companies_house,incomplete,,,false,info@energi-workshops.co.uk,Michael Ng,michael.ng@energi-workshops.co.uk; m.ng@energi-workshops.co.uk; michaeln@energi-workshops.co.uk; mn@energi-workshops.co.uk; ng@energi-workshops.co.uk; michael@energi-workshops.co.uk; michael_ng@energi-workshops.co.uk; michaelng@energi-workshops.co.uk,,FALSE,,,,,,generic,,,,,,2,cleanup_scrape_error:'CleanupEnricher' object has no attribute 'nav_keywords'; cleanup_fake_removed:Michael Ng; no_named_individual_found; cleanup_openai_skipped:insufficient_website_text,,2026-02-10,priority,,
Honryu Studio - Holistic Health in Farnham,http://honryustudio.co/,Holistic Health,,,,"Lion and Lamb Way, Farnham GU9 7PY, UK",,,9,"Holistic health practices fit well in a small, professional space for client-facing services.",wellness,07515 392951,5/5 (2 reviews),,,unit8,not_found,incomplete,,,,info@honryustudio.co,,,,,,,,,,,,,,,,,,,,,,
Alina Holistic Health Clinic & Training,https://www.alinaholistichealth.co.uk/,General Wellness,,alinaholistichealth@gmail.com,https://www.linkedin.com/in/alina-painter/,"Blacknest Rd, Alton GU34 4QB, UK",,,9,"Holistic health practices are well-suited for a small, professional space.",wellness,07479 822849,5/5 (39 reviews),,,unit8,website,missing_name,,false,,info@alinaholistichealth.co.uk,Alina Holistic; Winter Mini Escape Ritual; Half Day Refresher Course; Luxury Signature Facial; Microdermabrasion Luxury Facial; Retinol Anti-ageing Luxury Facial; Infrared Sauna Add-on; Emotional Reset Energy Healing,alina.holistic@alinaholistichealth.co.uk; a.holistic@alinaholistichealth.co.uk; alina@alinaholistichealth.co.uk; holistic@alinaholistichealth.co.uk; alina_holistic@alinaholistichealth.co.uk; alinaholistic@alinaholistichealth.co.uk; alinah@alinaholistichealth.co.uk; ah@alinaholistichealth.co.uk,; ; ; ; ; ; ; ,TRUE,,,,,,,,,,,,,,,,,,
Healing Tree Holistics,https://healingtreeholistics.co.uk/,General Wellness,,healingtreeholistics@hotmail.com,,"132 Lower Farnham Rd, Aldershot GU12 4EJ",,,8,Suitable for holistic health practices in a professional space,wellness,,5/5 (85 reviews),,,unit8,website,missing_name,,false,,info@healingtreeholistics.co.uk,Aldershot Hampshire,aldershot.hampshire@healingtreeholistics.co.uk; a.hampshire@healingtreeholistics.co.uk; aldershot@healingtreeholistics.co.uk; hampshire@healingtreeholistics.co.uk; aldershot_hampshire@healingtreeholistics.co.uk; aldershothampshire@healingtreeholistics.co.uk; aldershoth@healingtreeholistics.co.uk; ah@healingtreeholistics.co.uk,,FALSE,,,,,,,,,,,,,,,,,,
Colour Energy Works,http://www.colourenergyworks.co.uk/,Massage Therapy,,,,"Tilford, Farnham GU10 2BX, UK",,,9,"Massage therapy requires a quiet, professional space for client sessions.",wellness,07889 200061,,,,unit8,not_found,incomplete,,,,info@colourenergyworks.co.uk,,,,,,,,,,,,,,,,,,,,,,
Wellness and Wisdom Holistic Therapy,https://julieswellnessandwisdom.com/,General Wellness,,infojh.wellness@gmail.com,,"Kingsley, Bordon GU35 0YG, UK",,,9,"Holistic health practitioners fit well in a small, professional space for client-facing practices.",wellness,07966 459188,5/5 (17 reviews),,,unit8,website,missing_name,,false,,info@julieswellnessandwisdom.com,Wisdom Holistic,wisdom.holistic@julieswellnessandwisdom.com; w.holistic@julieswellnessandwisdom.com; wisdom@julieswellnessandwisdom.com; holistic@julieswellnessandwisdom.com; wisdom_holistic@julieswellnessandwisdom.com; wisdomholistic@julieswellnessandwisdom.com; wisdomh@julieswellnessandwisdom.com; wh@julieswellnessandwisdom.com,,FALSE,,,,,,,,,,,,,,,,,,
Hypnobirthing Farnham,http://www.fertility2birth.com/hypnobirthing-farnham-surrey-hampshire/,Hypnobirthing,,,,"12 Brooklands Rd, Farnham GU9 9BP, UK",,,7,Suitable for client-facing wellness practices but may require space for group sessions.,wellness,01252 415109,,,,unit8,not_found,incomplete,,,,info@fertility2birth.com,,,,,,,,,,,,,,,,,,,,,,
Mind Fuel Nutrition,https://www.mindfuelnutrition.co.uk/,Nutrition and Wellness Coaching,,,,"2 Tilford Rd, Farnham GU9 8DL, UK",,,6,Wellness coaching fits well but may require more space for growth.,wellness,,,,,unit8,not_found,incomplete,,,,info@mindfuelnutrition.co.uk,,,,,,,,,,,,,,,,,,,,,,
Life Force Nutrition,https://lifeforcenutrition.co.uk/,"Hello, I’m Jane Pugh and I work as a Registered Nutritional Therapy Practitioner. My passion is to empower you to understand and optimise your health.",,,,"Church Crookham, Fleet GU52 8JY, UK",,,6,Currently home-based looking to upgrade to a professional space,wellness,07881 915537,5/5 (1 reviews),,,unit8,companies_house,incomplete,,,false,info@lifeforcenutrition.co.uk,,get.touch@lifeforcenutrition.co.uk | g.touch@lifeforcenutrition.co.uk | get@lifeforcenutrition.co.uk | touch@lifeforcenutrition.co.uk | get_touch@lifeforcenutrition.co.uk | gettouch@lifeforcenutrition.co.uk | gett@lifeforcenutrition.co.uk | gt@lifeforcenutrition.co.uk,,,,,,,,generic,,,,,,2,cleanup_scrape_error:'CleanupEnricher' object has no attribute 'nav_keywords'; cleanup_fake_removed:GET IN TOUCH; no_named_individual_found; cleanup_openai_skipped:insufficient_website_text,,2026-02-10,priority,,
My Healthy Habits Coach,https://myhealthyhabitscoaching.com/,Wellness Coaching,,,,"Crondall, Farnham GU10 5AW, UK",,,6,"Wellness coaching fits well, but may not fully utilize clinical space.",wellness,076 610 7601,5/5 (10 reviews),,,unit8,companies_house,incomplete,,,false,info@myhealthyhabitscoaching.com,,,,,,,,,,generic,,,,,,1,cleanup_scrape_error:'CleanupEnricher' object has no attribute 'nav_keywords'; cleanup_fake_removed:My Healthy; no_named_individual_found; cleanup_openai_skipped:insufficient_website_text,,2026-02-10,fallback,,
Ed Fit in Farnham,https://ed-fit.com/,Nutrition,,,,"12 Upper Church Ln, Farnham GU9 7PW, UK",,,5,Currently home-based looking to upgrade to a professional space.,wellness,07415 408812,4.9/5 (22 reviews),,,unit8,not_found,incomplete,,,,info@ed-fit.com,Personal Fitness; Ed Fit,personal.fitness@ed-fit.com; p.fitness@ed-fit.com; personal@ed-fit.com; fitness@ed-fit.com; personal_fitness@ed-fit.com; personalfitness@ed-fit.com; personalf@ed-fit.com; pf@ed-fit.com,; ,TRUE,,,,,,,,,,,,,,,,,,
The Human Movement Clinic,http://humanmovementclinic.com/,Yoga/Pilates,,humanmovementclinic@gmail.com,,"Horsell Park, Woking GU21 4LW, UK",,,5,Fitness and wellness focus may not fully utilize the clinical space,wellness,07879 400133,5/5 (1 reviews),,,unit8,website,missing_name,,false,,info@humanmovementclinic.com,Human Movement,human.movement@humanmovementclinic.com; h.movement@humanmovementclinic.com; human@humanmovementclinic.com; movement@humanmovementclinic.com; human_movement@humanmovementclinic.com; humanmovement@humanmovementclinic.com; humanm@humanmovementclinic.com; hm@humanmovementclinic.com,,FALSE,,,,,,,,,,,,,,,,,,
Woking Walk-in Centre (Urgent Treatment Centre),https://www.cshsurrey.co.uk/our-services/location/woking-walk-centre,Health Clinic,,,,"Heathside Rd, Woking GU22 7HS, UK",,,1,Large public sector clinic not suitable for small professional space,clinic-target,01483 846209,3.5/5 (183 reviews),,,unit8,not_found,incomplete,,,,info@cshsurrey.co.uk,,,,,,,,,,,,,,,,,,,,,,
"Joanna Kolker DO, Registered Osteopath",http://www.joannakolker.com/,Osteopathy,,,,"Pyrford Rd, Woking GU22 8UN, UK",,,9,Osteopaths require clinical space for client consultations and treatments.,clinic-target,01932 355449,5/5 (6 reviews),,,unit8,companies_house,incomplete,,,false,info@joannakolker.com,,joanna.do@joannakolker.com | j.do@joannakolker.com | joanna@joannakolker.com | do@joannakolker.com | joanna_do@joannakolker.com | joannado@joannakolker.com | joannad@joannakolker.com | jd@joannakolker.com,,,,,,,,generic,,,,,,2,cleanup_scrape_error:'CleanupEnricher' object has no attribute 'nav_keywords'; cleanup_fake_removed:Joanna Kolker DO; no_named_individual_found; cleanup_openai_skipped:insufficient_website_text,,2026-02-10,priority,,
drandherbsplusmassage.co.uk,https://www.drandherbsplusmassage.co.uk/,Massage Therapy,,drandherbswoking@gmail.com,,"unit 7 Wolsey Walk, Woking GU21 6XU, UK",,,9,"Massage therapy requires a quiet, professional space for client sessions.",wellness,01483 757888,4.9/5 (68 reviews),,,unit8,website,missing_name,,false,,info@drandherbsplusmassage.co.uk,Plus Massage; Experienced Chinese Medicine Practitioners; Shop Unit,plus.massage@drandherbsplusmassage.co.uk; p.massage@drandherbsplusmassage.co.uk; plus@drandherbsplusmassage.co.uk; massage@drandherbsplusmassage.co.uk; plus_massage@drandherbsplusmassage.co.uk; plusmassage@drandherbsplusmassage.co.uk; plusm@drandherbsplusmassage.co.uk; pm@drandherbsplusmassage.co.uk,; Experienced Chinese Medicine Practitioners; ,TRUE,,,,,,,,,,,,,,,,,,
West Chiropractic - Chiropractor Woking,http://www.westchiropractic.co.uk/,Chiropractic,,info@westchiropractic.co.uk,,"43 Old Woking Rd, West Byfleet KT14 6LG",,,9,Chiropractors require clinical space for client consultations and treatments.,clinic-target,01932 508283,5/5 (712 reviews),,,unit8,website,missing_name,,false,,info@westchiropractic.co.uk,Chiropractor Woking; West Byfleet; Neck Pain; Back Pain; Frequently Asked Questions; Free Consultation,chiropractor.woking@westchiropractic.co.uk; c.woking@westchiropractic.co.uk; chiropractor@westchiropractic.co.uk; woking@westchiropractic.co.uk; chiropractor_woking@westchiropractic.co.uk; chiropractorwoking@westchiropractic.co.uk; chiropractorw@westchiropractic.co.uk; cw@westchiropractic.co.uk,; Book a free consultation with one of our specialist and we will perform an analy; ; ; ; ,TRUE,,,,,,,,,,,,,,,,,,
Siam Thai Therapy Woking,https://www.siamthaitherapy.com/,Massage Therapy,,contact@siamthaitherapy.com,,"25 Greenham Walk, Woking GU21 3HB, UK",,,9,"Massage therapy requires a quiet, professional space for client sessions.",wellness,07941 675812,4.9/5 (313 reviews),,,unit8,website,missing_name,,false,,contact@siamthaitherapy.com,Thai Massage; Facebook Social Icon; Google Logo,thai.massage@siamthaitherapy.com; t.massage@siamthaitherapy.com; thai@siamthaitherapy.com; massage@siamthaitherapy.com; thai_massage@siamthaitherapy.com; thaimassage@siamthaitherapy.com; thaim@siamthaitherapy.com; tm@siamthaitherapy.com,; ; ,TRUE,,,,,,,,,,,,,,,,,,
Walk-In Centre (Private),https://privategpclinic.co.uk/walk-in-center/,General Wellness,,,,"Madeira Rd, West Byfleet KT14 6DH, UK",,,5,Larger practice that may outgrow the space,clinic-target,01932 344004,5/5 (1 reviews),,,unit8,companies_house,incomplete,,,false,info@privategpclinic.co.uk,Victoria Road,victoria.road@privategpclinic.co.uk; v.road@privategpclinic.co.uk; victoriar@privategpclinic.co.uk; vr@privategpclinic.co.uk; road@privategpclinic.co.uk; victoria@privategpclinic.co.uk; victoria_road@privategpclinic.co.uk; victoriaroad@privategpclinic.co.uk,,FALSE,,,,,,generic,,,,,,2,cleanup_scrape_error:'CleanupEnricher' object has no attribute 'nav_keywords'; cleanup_fake_removed:Victoria Road; no_named_individual_found; cleanup_openai_skipped:insufficient_website_text,,2026-02-10,priority,,
Woking Sexual Health Clinic,https://www.sexualhealth.cnwl.nhs.uk/clinics/woking-clinic/,General Wellness,,cnwl.sh-results@nhs.net,,"3 Heathside Rd, Woking GU22 7HS, UK",,,1,"NHS clinic, not suitable for a small professional space",clinic-target,01483 675389,3.8/5 (17 reviews),,,unit8,website,missing_name,,false,,info@sexualhealth.cnwl.nhs.uk,Woking Sexual; Transport Information; Emergency Contraception Information; On-line Testing; Reception Kit,woking.sexual@sexualhealth.cnwl.nhs.uk; w.sexual@sexualhealth.cnwl.nhs.uk; woking@sexualhealth.cnwl.nhs.uk; sexual@sexualhealth.cnwl.nhs.uk; woking_sexual@sexualhealth.cnwl.nhs.uk; wokingsexual@sexualhealth.cnwl.nhs.uk; wokings@sexualhealth.cnwl.nhs.uk; ws@sexualhealth.cnwl.nhs.uk,; ; ; ; ,TRUE,,,,,,,,,,,,,,,,,,
Sunny Meed Surgery,http://sunnymeedsurgery.nhs.uk/,General Wellness,,prescriptionservice.bhg@nhs.net,,"15-17 Heathside Rd, Woking GU22 7EY, UK",,,1,"NHS clinic, not suitable for a small professional space",clinic-target,01483 766699,4.3/5 (854 reviews),,,unit8,website,missing_name,,false,,info@sunnymeedsurgery.nhs.uk,Sunny Meed,sunny.meed@sunnymeedsurgery.nhs.uk; s.meed@sunnymeedsurgery.nhs.uk; sunny@sunnymeedsurgery.nhs.uk; meed@sunnymeedsurgery.nhs.uk; sunny_meed@sunnymeedsurgery.nhs.uk; sunnymeed@sunnymeedsurgery.nhs.uk; sunnym@sunnymeedsurgery.nhs.uk; sm@sunnymeedsurgery.nhs.uk,,FALSE,,,,,,,,,,,,,,,,,,
Hillview Medical Centre.,https://hillviewmedicalcentre.nhs.uk/,General Wellness,,,,"3 Heathside Rd, Woking GU22 7QP, UK",,,1,"NHS clinic, not suitable for a small professional space",clinic-target,01483 766333,2.8/5 (168 reviews),,,unit8,not_found,incomplete,,,,info@hillviewmedicalcentre.nhs.uk,Hillview Medical; Accessible Information Standard; Disability Access; Electronic Patient Records; Fair Processing Notice; Patient Confidentiality,hillview.medical@hillviewmedicalcentre.nhs.uk; h.medical@hillviewmedicalcentre.nhs.uk; hillview@hillviewmedicalcentre.nhs.uk; medical@hillviewmedicalcentre.nhs.uk; hillview_medical@hillviewmedicalcentre.nhs.uk; hillviewmedical@hillviewmedicalcentre.nhs.uk; hillviewm@hillviewmedicalcentre.nhs.uk; hm@hillviewmedicalcentre.nhs.uk,; Accessing your GP held records via the NHS App or NHS Website; ; ; ; ,TRUE,,,,,,,,,,,,,,,,,,
Heathcot Medical Practice,http://www.heathcotmedicalpractice.nhs.uk/,General Wellness,,websitesupport@livi.co.uk,,"Heathside Rd, Woking GU22 7XL, UK",,,2,"NHS public sector clinic, not suitable for a small professional space.",clinic-target,01483 761100,2.5/5 (96 reviews),,,unit8,website,missing_name,,false,,info@heathcotmedicalpractice.nhs.uk,Heathcot Medical; Zero Tolerance,heathcot.medical@heathcotmedicalpractice.nhs.uk; h.medical@heathcotmedicalpractice.nhs.uk; heathcot@heathcotmedicalpractice.nhs.uk; medical@heathcotmedicalpractice.nhs.uk; heathcot_medical@heathcotmedicalpractice.nhs.uk; heathcotmedical@heathcotmedicalpractice.nhs.uk; heathcotm@heathcotmedicalpractice.nhs.uk; hm@heathcotmedicalpractice.nhs.uk,; ,TRUE,,,,,,,,,,,,,,,,,,
Online GP Appointments,http://www.privategpclinic.co.uk/gp-appointments/,General Wellness,,,,"Madeira Rd, West Byfleet KT14 6DH, UK",,,6,Health clinic that may require more space for operations,clinic-target,01932 344004,5/5 (1 reviews),,,unit8,companies_house,incomplete,,,false,info@privategpclinic.co.uk,Victoria Road,victoria.road@privategpclinic.co.uk; v.road@privategpclinic.co.uk; victoriar@privategpclinic.co.uk; vr@privategpclinic.co.uk; road@privategpclinic.co.uk; victoria@privategpclinic.co.uk; victoria_road@privategpclinic.co.uk; victoriaroad@privategpclinic.co.uk,,FALSE,,,,,,generic,,,,,,2,cleanup_scrape_error:'CleanupEnricher' object has no attribute 'nav_keywords'; cleanup_fake_removed:Victoria Road; no_named_individual_found; cleanup_openai_skipped:insufficient_website_text,,2026-02-10,priority,,
Private Medical Services Membership,https://privategpclinic.co.uk/membership-scheme/,General Wellness,,,,"Madeira Rd, West Byfleet KT14 6DH, UK",,,8,Suitable for client-facing health services with a focus on wellness,clinic-target,01932 344004,,,,unit8,companies_house,incomplete,,,false,info@privategpclinic.co.uk,Victoria Road,victoria.road@privategpclinic.co.uk; v.road@privategpclinic.co.uk; victoriar@privategpclinic.co.uk; vr@privategpclinic.co.uk; road@privategpclinic.co.uk; victoria@privategpclinic.co.uk; victoria_road@privategpclinic.co.uk; victoriaroad@privategpclinic.co.uk,,FALSE,,,,,,generic,,,,,,2,cleanup_scrape_error:'CleanupEnricher' object has no attribute 'nav_keywords'; cleanup_fake_removed:Victoria Road; no_named_individual_found; cleanup_openai_skipped:insufficient_website_text,,2026-02-10,priority,,
York House Medical Centre,https://www.goldsworthmedicalpractice.nhs.uk/,General Wellness,,prescriptionservice.bhg@nhs.net,,"Heathside Rd, Woking GU22 7XL, UK",,,1,"NHS or public sector clinic, not suitable for a small professional space",clinic-target,01483 767194,2.1/5 (20 reviews),,,unit8,website,missing_name,,false,,info@goldsworthmedicalpractice.nhs.uk,Goldsworth Medical; Zero Tolerance,goldsworth.medical@goldsworthmedicalpractice.nhs.uk; g.medical@goldsworthmedicalpractice.nhs.uk; goldsworth@goldsworthmedicalpractice.nhs.uk; medical@goldsworthmedicalpractice.nhs.uk; goldsworth_medical@goldsworthmedicalpractice.nhs.uk; goldsworthmedical@goldsworthmedicalpractice.nhs.uk; goldsworthm@goldsworthmedicalpractice.nhs.uk; gm@goldsworthmedicalpractice.nhs.uk,; ,TRUE,,,,,,,,,,,,,,,,,,
Sheerwater Health Centre,https://sheerwaterhealthcentre.nhs.uk/,General Wellness,,prescriptionservice.bhg@nhs.net,,"Devonshire Ave, Woking GU21 5QJ, UK",,,1,"NHS clinic, not suitable for a small professional space",clinic-target,01932 343524,2.9/5 (48 reviews),,,unit8,website,missing_name,,false,,info@sheerwaterhealthcentre.nhs.uk,Appointments Prescriptions; Disability Access; Infection Control Statement; Accessible Information Standard; Cervical Screening; Zero Tolerance,appointments.prescriptions@sheerwaterhealthcentre.nhs.uk; a.prescriptions@sheerwaterhealthcentre.nhs.uk; appointments@sheerwaterhealthcentre.nhs.uk; prescriptions@sheerwaterhealthcentre.nhs.uk; appointments_prescriptions@sheerwaterhealthcentre.nhs.uk; appointmentsprescriptions@sheerwaterhealthcentre.nhs.uk; appointmentsp@sheerwaterhealthcentre.nhs.uk; ap@sheerwaterhealthcentre.nhs.uk,; GP Earnings; Named GP; ; ; ,TRUE,,,,,,,,,,,,,,,,,,
J&A Skin Clinic,https://www.ja-skinclinic.co.uk/,Aesthetics/Beauty,,ja.skinclinic@gmail.com,,"7 York Rd, Woking GU22 7XH, UK",,,9,"Suitable for client-facing health and wellness practices, likely offering treatments in a professional space.",clinic-target,07432 383632,5/5 (18 reviews),,,unit8,website,missing_name,,false,,info@ja-skinclinic.co.uk,Skin Treatments; Empower Self-assurance; Eyelash Extensions; Anti Wrinkle Injections; Classic Eyelash Extensions; Hybrid Eyelash Extensions; Volume Eyelash Extensions,skin.treatments@ja-skinclinic.co.uk; s.treatments@ja-skinclinic.co.uk; skin@ja-skinclinic.co.uk; treatments@ja-skinclinic.co.uk; skin_treatments@ja-skinclinic.co.uk; skintreatments@ja-skinclinic.co.uk; skint@ja-skinclinic.co.uk; st@ja-skinclinic.co.uk,; ; ; ; ; ; ,TRUE,,,,,,,,,,,,,,,,,,
